response,context
"The reason anyone would do this is, if they could, which they can't, would be because they could, which they can't.","[{""text"": ""All right, well, do pickles live forever or --"", ""speaker"": ""Morty""}, {""text"": ""Morty, stop digging for hidden layers and just be impressed. I'm a pickle."", ""speaker"": ""Pickle Rick""}, {""text"": ""I-I'm just trying to figure out why you would do this. Why anyone would do this."", ""speaker"": ""Morty""}]"
"Right here, sweetie. I'm a pickle!","[{""text"": ""I-I'm just trying to figure out why you would do this. Why anyone would do this."", ""speaker"": ""Morty""}, {""text"": ""The reason anyone would do this is, if they could, which they can't, would be because they could, which they can't."", ""speaker"": ""Pickle Rick""}, {""text"": ""Morty, we have to get going, or we're gonna be late. Where's your grandpa?"", ""speaker"": ""Beth""}]"
Where are you guys going?,"[{""text"": ""Morty, we have to get going, or we're gonna be late. Where's your grandpa?"", ""speaker"": ""Beth""}, {""text"": ""Right here, sweetie. I'm a pickle!"", ""speaker"": ""Pickle Rick""}, {""text"": ""What?! Why would you -- Look, we're running late. We have to go."", ""speaker"": ""Beth""}]"
"Oh, my God. Beth, oh, it totally slipped my mind. Geez, oh, man. I'm a pickle. I mean, I don't know if I can, ooh, geez.","[{""text"": ""What?! Why would you -- Look, we're running late. We have to go."", ""speaker"": ""Beth""}, {""text"": ""Where are you guys going?"", ""speaker"": ""Pickle Rick""}, {""text"": ""We have an appointment downtown that was set a week ago and agreed upon by everyone, including you."", ""speaker"": ""Beth""}]"
"It's okay, Beth. I understand Morty's suspicion. I've misled him before. Morty, turn me so we're making eye contact.Morty, I assure you, I would never ""find a way"" to ""get out of"" family therapy. I hope my lack of fingers doesn't prevent the perception of my air quotes.","[{""text"": ""Oh, my God. Beth, oh, it totally slipped my mind. Geez, oh, man. I'm a pickle. I mean, I don't know if I can, ooh, geez."", ""speaker"": ""Pickle Rick""}, {""text"": ""Rick, did you do this on purpose to get out of family counseling?"", ""speaker"": ""Morty""}, {""text"": ""Morty!"", ""speaker"": ""Beth""}]"
"Great question, Summer. The unfortunate answer is I did this to challenge myself. And it could take hours or even days before I'm able to figure out how to return to human form. But, I mean, you know, your mom could put me in a purse or a pocket, you know, if she really needs me to go.","[{""text"": ""Morty!"", ""speaker"": ""Beth""}, {""text"": ""It's okay, Beth. I understand Morty's suspicion. I've misled him before. Morty, turn me so we're making eye contact.Morty, I assure you, I would never \""find a way\"" to \""get out of\"" family therapy. I hope my lack of fingers doesn't prevent the perception of my air quotes."", ""speaker"": ""Pickle Rick""}, {""text"": ""Can't you just turn yourself back into a human?"", ""speaker"": ""Summer""}]"
"Well, Morty, if you know must know, the syringe is completely unrelated to this discussion, and, therefore, it does not warrant further explanation.","[{""text"": ""Great question, Summer. The unfortunate answer is I did this to challenge myself. And it could take hours or even days before I'm able to figure out how to return to human form. But, I mean, you know, your mom could put me in a purse or a pocket, you know, if she really needs me to go."", ""speaker"": ""Pickle Rick""}, {""text"": ""Nobody needs anything! Okay, it's fine. I mean, you should just stay here and figure out how to stop being a pickle, okay?"", ""speaker"": ""Beth""}, {""text"": ""Hey, Rick, why is there a syringe of mysterious fluid hanging directly over you? Also, why is the string attached to it running through a pair of scissors attached to a timer? And why is the time set to 10 minutes from now, exactly when we would have left for therapy?"", ""speaker"": ""Morty""}]"
"W-w-what are you doing there, Beth? What are you doing there, sweetie?","[{""text"": ""Hey, Rick, why is there a syringe of mysterious fluid hanging directly over you? Also, why is the string attached to it running through a pair of scissors attached to a timer? And why is the time set to 10 minutes from now, exactly when we would have left for therapy?"", ""speaker"": ""Morty""}, {""text"": ""Well, Morty, if you know must know, the syringe is completely unrelated to this discussion, and, therefore, it does not warrant further explanation."", ""speaker"": ""Pickle Rick""}, {""text"": ""Enough. Kids, it's time to go. We don't want to be late."", ""speaker"": ""Beth""}]"
Can't argue with that.,"[{""text"": ""Enough. Kids, it's time to go. We don't want to be late."", ""speaker"": ""Beth""}, {""text"": ""W-w-what are you doing there, Beth? What are you doing there, sweetie?"", ""speaker"": ""Pickle Rick""}, {""text"": ""Well, I mean, you don't want to get pierced by a needle full of liquid unrelated to your situation. How's that gonna help?"", ""speaker"": ""Beth""}]"
"Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah.  Oh, great. Stupid cat.","[{""text"": ""Well, I mean, you don't want to get pierced by a needle full of liquid unrelated to your situation. How's that gonna help?"", ""speaker"": ""Beth""}, {""text"": ""Can't argue with that."", ""speaker"": ""Pickle Rick""}, {""text"": ""Great. We'll see you later."", ""speaker"": ""Beth""}]"
"Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!","[{""text"": ""Can't argue with that."", ""speaker"": ""Pickle Rick""}, {""text"": ""Great. We'll see you later."", ""speaker"": ""Beth""}, {""text"": ""Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah.  Oh, great. Stupid cat."", ""speaker"": ""Pickle Rick""}]"
"Whoa! Oh! Whoa, whoa, whoa!","[{""text"": ""Great. We'll see you later."", ""speaker"": ""Beth""}, {""text"": ""Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah.  Oh, great. Stupid cat."", ""speaker"": ""Pickle Rick""}, {""text"": ""Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!"", ""speaker"": ""Pickle Rick""}]"
"Oh, crap, that sun is bright.","[{""text"": ""Hey, hey, be careful with that. It's for something else. It's really important, so don't break it. Okay, I may have fucked up here. Dup, ap, ap, pap, ut, dah, pap, pap, pap, pah. T-t-tah, tah.  Oh, great. Stupid cat."", ""speaker"": ""Pickle Rick""}, {""text"": ""Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Whoa! Oh! Whoa, whoa, whoa!"", ""speaker"": ""Pickle Rick""}]"
"Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet.","[{""text"": ""Whoa, whoa, whoa, whoa! I know what it looks like to you, Izzy, but I'm not a snake! I've seen the YouTube videos, I know cats are scared of cucumbers and pickles because they think they're snakes. I'm not a snake! I'm a pickle, I'm a pickle!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Whoa! Oh! Whoa, whoa, whoa!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, crap, that sun is bright."", ""speaker"": ""Pickle Rick""}]"
So... hot. This is how I'm gonna die.,"[{""text"": ""Whoa! Oh! Whoa, whoa, whoa!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, crap, that sun is bright."", ""speaker"": ""Pickle Rick""}, {""text"": ""Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet."", ""speaker"": ""Pickle Rick""}]"
"Oh, God, moisture.","[{""text"": ""Oh, crap, that sun is bright."", ""speaker"": ""Pickle Rick""}, {""text"": ""Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet."", ""speaker"": ""Pickle Rick""}, {""text"": ""So... hot. This is how I'm gonna die."", ""speaker"": ""Pickle Rick""}]"
"Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!","[{""text"": ""Okay, come on. This can't really be the way I go out. This is the mega-genius equivalent of dying on the toilet."", ""speaker"": ""Pickle Rick""}, {""text"": ""So... hot. This is how I'm gonna die."", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, God, moisture."", ""speaker"": ""Pickle Rick""}]"
Oh! Oh!,"[{""text"": ""So... hot. This is how I'm gonna die."", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, God, moisture."", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!"", ""speaker"": ""Pickle Rick""}]"
"Oh, God! Perpendicular, perpendicular!","[{""text"": ""Oh, God, moisture."", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh! Oh!"", ""speaker"": ""Pickle Rick""}]"
"Oh, shiiit! Oh! Oh! Oh!","[{""text"": ""Oh, God, the moisture! Dial it back, God! Dial it back a little bit here!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh! Oh!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, God! Perpendicular, perpendicular!"", ""speaker"": ""Pickle Rick""}]"
Come on. That's it.,"[{""text"": ""Oh! Oh!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, God! Perpendicular, perpendicular!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, shiiit! Oh! Oh! Oh!"", ""speaker"": ""Pickle Rick""}]"
Come get this delicious brine.,"[{""text"": ""Oh, God! Perpendicular, perpendicular!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Oh, shiiit! Oh! Oh! Oh!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Come on. That's it."", ""speaker"": ""Pickle Rick""}]"
"Aah! Come on! Come on, motherfucker! Come on!","[{""text"": ""Oh, shiiit! Oh! Oh! Oh!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Come on. That's it."", ""speaker"": ""Pickle Rick""}, {""text"": ""Come get this delicious brine."", ""speaker"": ""Pickle Rick""}]"
Yes!,"[{""text"": ""Come on. That's it."", ""speaker"": ""Pickle Rick""}, {""text"": ""Come get this delicious brine."", ""speaker"": ""Pickle Rick""}, {""text"": ""Aah! Come on! Come on, motherfucker! Come on!"", ""speaker"": ""Pickle Rick""}]"
Wow. Ugh.,"[{""text"": ""The kind that wasn't designed to attack or hurt you in any way."", ""speaker"": ""Dr. Wong""}, {""text"": ""Oh, Jesus Christ, one of these. No, my father has never turned himself into a pickle before. He's unpredictable and eccentric. The whole family is. Speaking of which..."", ""speaker"": ""Beth""}, {""text"": ""Okay, let's open things up to the whole family, and let me ask this. Why do we think Grandpa turned himself into a pickle?"", ""speaker"": ""Dr. Wong""}]"
"By the way, you might notice that in spite of your numerous distinctive features, I never gave you a name like Scar or Stripe or Goliath. That's because, to me, you aren't special.","[{""text"": ""Oh, I think this pickle incident is a better path than any other to the heart of your family's dysfunction. I think it's possible that you and your father have a very specific dynamic. I don't think it's one that rewards emotion or vulnerability. I think it may punish them. I think it's possible that dynamic eroded your marriage, and is infecting your kids with a tendency to misdirect their feelings."", ""speaker"": ""Dr. Wong""}, {""text"": ""Fuck you."", ""speaker"": ""Beth""}, {""text"": ""Fuck both of you, too."", ""speaker"": ""Beth""}]"
"God damn it, I love myself.","[{""text"": ""Fuck you."", ""speaker"": ""Beth""}, {""text"": ""Fuck both of you, too."", ""speaker"": ""Beth""}, {""text"": ""By the way, you might notice that in spite of your numerous distinctive features, I never gave you a name like Scar or Stripe or Goliath. That's because, to me, you aren't special."", ""speaker"": ""Pickle Rick""}]"
Pickle Riiick!,"[{""text"": ""Fuck both of you, too."", ""speaker"": ""Beth""}, {""text"": ""By the way, you might notice that in spite of your numerous distinctive features, I never gave you a name like Scar or Stripe or Goliath. That's because, to me, you aren't special."", ""speaker"": ""Pickle Rick""}, {""text"": ""God damn it, I love myself."", ""speaker"": ""Pickle Rick""}]"
Get that parkour. Get that parkour!,"[{""text"": ""By the way, you might notice that in spite of your numerous distinctive features, I never gave you a name like Scar or Stripe or Goliath. That's because, to me, you aren't special."", ""speaker"": ""Pickle Rick""}, {""text"": ""God damn it, I love myself."", ""speaker"": ""Pickle Rick""}, {""text"": ""Pickle Riiick!"", ""speaker"": ""Pickle Rick""}]"
"Hey, it's cool. Just need to find the nearest exit.","[{""text"": ""God damn it, I love myself."", ""speaker"": ""Pickle Rick""}, {""text"": ""Pickle Riiick!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Get that parkour. Get that parkour!"", ""speaker"": ""Pickle Rick""}]"
"Whoa, whoa, whoa! No need to freak out.","[{""text"": ""Pickle Riiick!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Get that parkour. Get that parkour!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Hey, it's cool. Just need to find the nearest exit."", ""speaker"": ""Pickle Rick""}]"
Whoa! Who in the fuck's toilet is this?,"[{""text"": ""Get that parkour. Get that parkour!"", ""speaker"": ""Pickle Rick""}, {""text"": ""Hey, it's cool. Just need to find the nearest exit."", ""speaker"": ""Pickle Rick""}, {""text"": ""Whoa, whoa, whoa! No need to freak out."", ""speaker"": ""Pickle Rick""}]"
